MUNICIPALITY,BIOME,STATE,COUNTRY,SOY_EQUIVALENT_TONS
Vanini,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,22.2226309832366
Venancio Aires,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,50.388136534179
Venancio Aires,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,17.6876038678487
Venancio Aires,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,27.010622870619
Venancio Aires,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,31.5321147051674
Vera Cruz,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,1256.298
Veranopolis,MATA ATLANTICA,RIO GRANDE DO SUL,Slovenia,76.8698393561828
Veranopolis,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,29.700855943349
Vespasiano Correa,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,42.7785034726446
Vespasiano Correa,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,15.0164160758412
Vespasiano Correa,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,22.9314696622149
Vespasiano Correa,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,26.7701243029668
Viadutos,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,167.000684327683
Viadutos,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,58.6217739575283
Viadutos,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,89.5209232524528
Viadutos,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,104.506439337959
Vicente Dutra,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,61.6997600905565
Vicente Dutra,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,21.6582908257146
Vicente Dutra,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,33.0742326595715
Vicente Dutra,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,38.6107533692393
Victor Graeff,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,370.198560543339
Victor Graeff,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,129.949744954288
Victor Graeff,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,198.445395957429
Victor Graeff,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,231.664520215436
Vila Flores,MATA ATLANTICA,RIO GRANDE DO SUL,Slovenia,246.076928743947
Vila Flores,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,95.0788433125285
Vila Langaro,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,260.57865467147
Vila Langaro,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,91.470182016347
Vila Langaro,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,139.683509920834
Vila Langaro,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,163.06608249435
Vila Maria,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,200.524215928764
Vila Maria,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,70.3894436511479
Vila Maria,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,107.491253803452
Vila Maria,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,125.484945718138
Vista Alegre,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,2.99746274350486
Vista Alegre,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,130.089927871156
Vista Alegre,MATA ATLANTICA,RIO GRANDE DO SUL,France,9.34134658441118
Vista Alegre,MATA ATLANTICA,RIO GRANDE DO SUL,Slovenia,11.676683230514
Vista Alegre,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,2.3353366461028
Vista Alegre,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,44.1378626113429
Vista Alegre,MATA ATLANTICA,RIO GRANDE DO SUL,Slovenia,305.862926540263
Vista Alegre,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,1.24394703855452
Vista Gaucha,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,49.9768061972162
Vista Gaucha,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,17.5432157527198
Vista Gaucha,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,26.7901287350716
Vista Gaucha,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,31.2747105569107
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Italy,42.5973020257598
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,332.132319459957
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Portugal,81.5693017514548
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Slovenia,1351.47406080484
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,1121.60502087534
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,France,835.95681692262
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Latvia,115.13538663613
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Poland,113.046034288045
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Romania,50.515143514216
Vitoria Das Missoes,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,806.815597084349
Westfalia,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,1.39852838432694
Westfalia,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,0.490921430347759
Westfalia,MATA ATLANTICA,RIO GRANDE DO SUL,Netherlands,0.749682869047709
Westfalia,MATA ATLANTICA,RIO GRANDE DO SUL,Spain,0.875177382341115
Abdon Batista,MATA ATLANTICA,SANTA CATARINA,Spain,157.096665242708
Abelardo Luz,MATA ATLANTICA,SANTA CATARINA,Spain,2899.75580485194
Agrolandia,MATA ATLANTICA,SANTA CATARINA,Spain,13.808367799521
Agronomica,MATA ATLANTICA,SANTA CATARINA,Spain,35.0519830094096
Agua Doce,MATA ATLANTICA,SANTA CATARINA,Spain,920.91144781447
Aguas De Chapeco,MATA ATLANTICA,SANTA CATARINA,Spain,50.453630906219
Aguas Frias,MATA ATLANTICA,SANTA CATARINA,Spain,23.3679886729397
Alto Bela Vista,MATA ATLANTICA,SANTA CATARINA,Spain,7.16971565506403
Anchieta,MATA ATLANTICA,SANTA CATARINA,Spain,45.1427271037468
Anita Garibaldi,MATA ATLANTICA,SANTA CATARINA,Spain,79.6636167473936
Arabuta,MATA ATLANTICA,SANTA CATARINA,Spain,2.93870269148142
Arroio Trinta,MATA ATLANTICA,SANTA CATARINA,Spain,4.95685151034887
Arvoredo,MATA ATLANTICA,SANTA CATARINA,Spain,9.02855736281167
Atalanta,MATA ATLANTICA,SANTA CATARINA,Spain,19.1192716019932
Aurora,MATA ATLANTICA,SANTA CATARINA,Spain,8.7629957523524
Bandeirante,MATA ATLANTICA,SANTA CATARINA,Spain,2.65546682881395
Barra Bonita,MATA ATLANTICA,SANTA CATARINA,Spain,11.6839943364699
Bela Vista Do Toldo,MATA ATLANTICA,SANTA CATARINA,Spain,321.309933818389
Belmonte,MATA ATLANTICA,SANTA CATARINA,Spain,46.2049138352724
Bocaina Do Sul,MATA ATLANTICA,SANTA CATARINA,Spain,42.4872602749329
Bom Jesus,MATA ATLANTICA,SANTA CATARINA,France,181.302172044075
Bom Jesus,MATA ATLANTICA,SANTA CATARINA,Netherlands,163.009115602683
Bom Jesus,MATA ATLANTICA,SANTA CATARINA,Denmark,4.62544674698554
Bom Jesus,MATA ATLANTICA,SANTA CATARINA,Italy,8.52483343068003
Bom Jesus,MATA ATLANTICA,SANTA CATARINA,Netherlands,21.7331250998414
Bom Jesus Do Oeste,MATA ATLANTICA,SANTA CATARINA,France,81.6959541490161
Bom Jesus Do Oeste,MATA ATLANTICA,SANTA CATARINA,Netherlands,73.4529823002397
Bom Jesus Do Oeste,MATA ATLANTICA,SANTA CATARINA,Denmark,2.08425680233209
Bom Jesus Do Oeste,MATA ATLANTICA,SANTA CATARINA,Italy,3.84134615282784
Bom Jesus Do Oeste,MATA ATLANTICA,SANTA CATARINA,Netherlands,9.79308946855776
Bom Retiro,MATA ATLANTICA,SANTA CATARINA,Spain,424.872632604485
Braco Do Trombudo,MATA ATLANTICA,SANTA CATARINA,Spain,1.06218673152558
Brunopolis,MATA ATLANTICA,SANTA CATARINA,Spain,379.729935355894
Caibi,MATA ATLANTICA,SANTA CATARINA,Spain,62.1376252426888
Calmon,MATA ATLANTICA,SANTA CATARINA,Spain,54.7023479771656
Campo Alegre,MATA ATLANTICA,SANTA CATARINA,Spain,106.21816561491
Campo Belo Do Sul,MATA ATLANTICA,SANTA CATARINA,Spain,701.039869174282
Campo Ere,MATA ATLANTICA,SANTA CATARINA,Spain,955.963460679035
Campos Novos,MATA ATLANTICA,SANTA CATARINA,Spain,3498.82622548226
Canoinhas,MATA ATLANTICA,SANTA CATARINA,Spain,1274.61792766861
Capao Alto,MATA ATLANTICA,SANTA CATARINA,Spain,242.177410436758
Capinzal,MATA ATLANTICA,SANTA CATARINA,Spain,248.550500970755
Catanduvas,MATA ATLANTICA,SANTA CATARINA,Spain,15.9327114074164
Caxambu Do Sul,MATA ATLANTICA,SANTA CATARINA,France,168.922079876096
Caxambu Do Sul,MATA ATLANTICA,SANTA CATARINA,Netherlands,151.878152015047
Caxambu Do Sul,MATA ATLANTICA,SANTA CATARINA,Denmark,4.30960134700965
Caxambu Do Sul,MATA ATLANTICA,SANTA CATARINA,Italy,7.94272113495518
Caxambu Do Sul,MATA ATLANTICA,SANTA CATARINA,Netherlands,20.2490938342433
Cerro Negro,MATA ATLANTICA,SANTA CATARINA,Spain,254.923591504753
Chapadao Do Lageado,MATA ATLANTICA,SANTA CATARINA,Spain,8.7629957523524
Chapeco,MATA ATLANTICA,SANTA CATARINA,France,829.528103623829
Chapeco,MATA ATLANTICA,SANTA CATARINA,Netherlands,745.830240282056
Chapeco,MATA ATLANTICA,SANTA CATARINA,Denmark,21.1632217373941
Chapeco,MATA ATLANTICA,SANTA CATARINA,Italy,39.0044356873008
Chapeco,MATA ATLANTICA,SANTA CATARINA,Netherlands,99.4375182968475
Concordia,MATA ATLANTICA,SANTA CATARINA,Spain,57.3578148059795
Cordilheira Alta,MATA ATLANTICA,SANTA CATARINA,Spain,6.37309053399772
Coronel Freitas,MATA ATLANTICA,SANTA CATARINA,Spain,40.7169689591608
Coronel Martins,MATA ATLANTICA,SANTA CATARINA,France,207.382034737727
Coronel Martins,MATA ATLANTICA,SANTA CATARINA,Netherlands,186.457568011174
Coronel Martins,MATA ATLANTICA,SANTA CATARINA,Denmark,5.29080565966783
Coronel Martins,MATA ATLANTICA,SANTA CATARINA,Italy,9.75110933709528
Coronel Martins,MATA ATLANTICA,SANTA CATARINA,Netherlands,24.8593806328973
Correia Pinto,MATA ATLANTICA,SANTA CATARINA,Spain,267.669772572749
Cunha Pora,MATA ATLANTICA,SANTA CATARINA,France,248.858427554441
Cunha Pora,MATA ATLANTICA,SANTA CATARINA,Netherlands,223.749068908353
Cunha Pora,MATA ATLANTICA,SANTA CATARINA,Denmark,6.3489664310905
Cunha Pora,MATA ATLANTICA,SANTA CATARINA,Italy,11.7013305400822
Cunha Pora,MATA ATLANTICA,SANTA CATARINA,Netherlands,29.8312550655802
Cunhatai,MATA ATLANTICA,SANTA CATARINA,Spain,1.91192417468374
Curitibanos,MATA ATLANTICA,SANTA CATARINA,Spain,764.770774514259
Descanso,MATA ATLANTICA,SANTA CATARINA,Spain,61.0754385111633
Dionisio Cerqueira,MATA ATLANTICA,SANTA CATARINA,Spain,424.872632604485
Dona Emma,MATA ATLANTICA,SANTA CATARINA,Spain,4.21330885621866
Entre Rios,MATA ATLANTICA,SANTA CATARINA,Spain,79.6636167473936
Erval Velho,MATA ATLANTICA,SANTA CATARINA,Spain,40.6365093143954
Faxinal Dos G,MATA ATLANTICA,SANTA CATARINA,Spain,531.090798219395
Flor Do Sertao,MATA ATLANTICA,SANTA CATARINA,France,46.0011204034955
Flor Do Sertao,MATA ATLANTICA,SANTA CATARINA,Netherlands,41.3596917740368
Flor Do Sertao,MATA ATLANTICA,SANTA CATARINA,Denmark,1.17359726212387
Flor Do Sertao,MATA ATLANTICA,SANTA CATARINA,Italy,2.16297402641775
Flor Do Sertao,MATA ATLANTICA,SANTA CATARINA,Netherlands,5.51426435320916
Formosa Do Sul,MATA ATLANTICA,SANTA CATARINA,Spain,7.96637063128609
Forquilhinha,MATA ATLANTICA,SANTA CATARINA,Spain,4.000889423007
Fraiburgo,MATA ATLANTICA,SANTA CATARINA,Spain,308.03265938463
Frei Rogerio,MATA ATLANTICA,SANTA CATARINA,Spain,152.95414296079
Galvao,MATA ATLANTICA,SANTA CATARINA,Spain,265.545399109697
Guaraciaba,MATA ATLANTICA,SANTA CATARINA,France,214.546119039897
Guaraciaba,MATA ATLANTICA,SANTA CATARINA,Netherlands,192.898809354471
Guaraciaba,MATA ATLANTICA,SANTA CATARINA,Denmark,5.47357837583003
Guaraciaba,MATA ATLANTICA,SANTA CATARINA,Italy,10.0879647904568
Guaraciaba,MATA ATLANTICA,SANTA CATARINA,Netherlands,25.7181565571428
Guaruja Do Sul,MATA ATLANTICA,SANTA CATARINA,France,73.5263552014066
Guaruja Do Sul,MATA ATLANTICA,SANTA CATARINA,Netherlands,66.1076808939516
Guaruja Do Sul,MATA ATLANTICA,SANTA CATARINA,Denmark,1.87583103197116
Guaruja Do Sul,MATA ATLANTICA,SANTA CATARINA,Italy,3.45721137143703
Guaruja Do Sul,MATA ATLANTICA,SANTA CATARINA,Netherlands,8.81378009822784
Guatambu,MATA ATLANTICA,SANTA CATARINA,France,291.843074675775
Guatambu,MATA ATLANTICA,SANTA CATARINA,Netherlands,262.396644018698
Guatambu,MATA ATLANTICA,SANTA CATARINA,Denmark,7.44560633317266
Guatambu,MATA ATLANTICA,SANTA CATARINA,Italy,13.7224699045728
Guatambu,MATA ATLANTICA,SANTA CATARINA,Netherlands,34.983927550019
Herval D'Oeste,MATA ATLANTICA,SANTA CATARINA,Spain,10.6218076049443
Ibiam,MATA ATLANTICA,SANTA CATARINA,Spain,15.9327114074164
Ibicare,MATA ATLANTICA,SANTA CATARINA,Spain,5.66495609459542
Icara,MATA ATLANTICA,SANTA CATARINA,Spain,3.54061248670001
Imbuia,MATA ATLANTICA,SANTA CATARINA,Spain,28.6788924754119
Iomere,MATA ATLANTICA,SANTA CATARINA,Spain,3.18653033942098
Ipira,MATA ATLANTICA,SANTA CATARINA,Spain,7.16971565506403
Ipora Do Oeste,MATA ATLANTICA,SANTA CATARINA,Spain,63.7309053399772
Ipuacu,MATA ATLANTICA,SANTA CATARINA,Spain,610.754414966789
Ipumirim,MATA ATLANTICA,SANTA CATARINA,Spain,21.2436450650443
Iraceminha,MATA ATLANTICA,SANTA CATARINA,France,169.676207028405
Iraceminha,MATA ATLANTICA,SANTA CATARINA,Netherlands,152.55618912163
Iraceminha,MATA ATLANTICA,SANTA CATARINA,Denmark,4.32884091233939
Iraceminha,MATA ATLANTICA,SANTA CATARINA,Italy,7.97818021570705
Iraceminha,MATA ATLANTICA,SANTA CATARINA,Netherlands,20.3394928601213
Irani,MATA ATLANTICA,SANTA CATARINA,France,124.429213777221
Irani,MATA ATLANTICA,SANTA CATARINA,Netherlands,111.874534454176
Irani,MATA ATLANTICA,SANTA CATARINA,Denmark,3.17448321554525
Irani,MATA ATLANTICA,SANTA CATARINA,Italy,5.8506652700411
Irani,MATA ATLANTICA,SANTA CATARINA,Netherlands,14.9156275327901
Irati,MATA ATLANTICA,SANTA CATARINA,France,72.3951821364809
Irati,MATA ATLANTICA,SANTA CATARINA,Netherlands,65.0906411153973
Irati,MATA ATLANTICA,SANTA CATARINA,Denmark,1.84697213461517
Irati,MATA ATLANTICA,SANTA CATARINA,Italy,3.4040235808494
Irati,MATA ATLANTICA,SANTA CATARINA,Netherlands,8.67818367678162
Irineopolis,MATA ATLANTICA,SANTA CATARINA,Spain,750.749957426371
Ita,MATA ATLANTICA,SANTA CATARINA,Spain,5.84199716823493
Itaiopolis,MATA ATLANTICA,SANTA CATARINA,Spain,1139.18977621252
Ituporanga,MATA ATLANTICA,SANTA CATARINA,Spain,132.772714482427
Jabora,MATA ATLANTICA,SANTA CATARINA,Spain,16.994898138942
Joacaba,MATA ATLANTICA,SANTA CATARINA,France,37.7058277093212
Joacaba,MATA ATLANTICA,SANTA CATARINA,Netherlands,33.9013788895446
Joacaba,MATA ATLANTICA,SANTA CATARINA,Denmark,0.961964747328447
Joacaba,MATA ATLANTICA,SANTA CATARINA,Italy,1.77292912138825
Joacaba,MATA ATLANTICA,SANTA CATARINA,Netherlands,4.51988777277601
Jupia,MATA ATLANTICA,SANTA CATARINA,Spain,141.624200916443
Lacerdopolis,MATA ATLANTICA,SANTA CATARINA,Spain,1.06218673152558
Lages,MATA ATLANTICA,SANTA CATARINA,Spain,437.264761380357
Lajeado Grande,MATA ATLANTICA,SANTA CATARINA,France,138.254678049459
Lajeado Grande,MATA ATLANTICA,SANTA CATARINA,Netherlands,124.305034753236
Lajeado Grande,MATA ATLANTICA,SANTA CATARINA,Denmark,3.52720347268614
Lajeado Grande,MATA ATLANTICA,SANTA CATARINA,Italy,6.50073900437009
Lajeado Grande,MATA ATLANTICA,SANTA CATARINA,Netherlands,16.572919010351
Laurentino,MATA ATLANTICA,SANTA CATARINA,Spain,0.389460506851177
Lebon Regis,MATA ATLANTICA,SANTA CATARINA,Spain,229.254188295123
Leoberto Leal,MATA ATLANTICA,SANTA CATARINA,Spain,2.54924218463024
Lindoia Do Sul,MATA ATLANTICA,SANTA CATARINA,Spain,14.6049929205873
Lontras,MATA ATLANTICA,SANTA CATARINA,Spain,0.424868721579081
Luzerna,MATA ATLANTICA,SANTA CATARINA,France,3.77056510739269
Luzerna,MATA ATLANTICA,SANTA CATARINA,Netherlands,3.39012200763374
Luzerna,MATA ATLANTICA,SANTA CATARINA,Denmark,0.0961960240942226
Luzerna,MATA ATLANTICA,SANTA CATARINA,Italy,0.177292081598685
Luzerna,MATA ATLANTICA,SANTA CATARINA,Netherlands,0.451986659906872
Mafra,MATA ATLANTICA,SANTA CATARINA,Spain,1351.44906636871
Major Vieira,MATA ATLANTICA,SANTA CATARINA,Spain,652.356529583835
Maravilha,MATA ATLANTICA,SANTA CATARINA,Spain,215.622861569241
Marema,MATA ATLANTICA,SANTA CATARINA,Spain,33.9898261330398
Matos Costa,MATA ATLANTICA,SANTA CATARINA,Spain,11.0643804338873
Modelo,MATA ATLANTICA,SANTA CATARINA,Spain,69.0418091424494
Mondai,MATA ATLANTICA,SANTA CATARINA,Spain,26.5545488675165
Monte Carlo,MATA ATLANTICA,SANTA CATARINA,Spain,54.8793890508051
Monte Castelo,MATA ATLANTICA,SANTA CATARINA,Spain,245.363940776179
Morro Da Fumaca,MATA ATLANTICA,SANTA CATARINA,Spain,1.91192417468374
Nova Erechim,MATA ATLANTICA,SANTA CATARINA,Spain,57.3578148059795
Nova Itaberaba,MATA ATLANTICA,SANTA CATARINA,Spain,33.458732767277
Novo Horizonte,MATA ATLANTICA,SANTA CATARINA,Spain,127.461780824799
Otacilio Costa,MATA ATLANTICA,SANTA CATARINA,Spain,286.789044174742
Ouro,MATA ATLANTICA,SANTA CATARINA,Spain,16.994898138942
Ouro Verde,MATA ATLANTICA,SANTA CATARINA,Spain,424.872632604485
Paial,MATA ATLANTICA,SANTA CATARINA,Spain,2.38990521835468
Painel,MATA ATLANTICA,SANTA CATARINA,Spain,7.96637063128609
Palma Sola,MATA ATLANTICA,SANTA CATARINA,Spain,430.183566262113
Palmeira,MATA ATLANTICA,SANTA CATARINA,Spain,37.1763564724608
Palmitos,MATA ATLANTICA,SANTA CATARINA,Spain,238.990850242181
Papanduva,MATA ATLANTICA,SANTA CATARINA,Spain,892.232555339058
Paraiso,MATA ATLANTICA,SANTA CATARINA,France,81.6959541490161
Paraiso,MATA ATLANTICA,SANTA CATARINA,Netherlands,73.4529823002397
Paraiso,MATA ATLANTICA,SANTA CATARINA,Denmark,2.08425680233209
Paraiso,MATA ATLANTICA,SANTA CATARINA,Italy,3.84134615282784
Paraiso,MATA ATLANTICA,SANTA CATARINA,Netherlands,9.79308946855776
Passos Maia,MATA ATLANTICA,SANTA CATARINA,France,380.20037346778
Passos Maia,MATA ATLANTICA,SANTA CATARINA,Netherlands,341.838853512059
Passos Maia,MATA ATLANTICA,SANTA CATARINA,Denmark,9.69980977520623
Passos Maia,MATA ATLANTICA,SANTA CATARINA,Italy,17.8770326772878
Passos Maia,MATA ATLANTICA,SANTA CATARINA,Netherlands,45.5755283371507
Peritiba,MATA ATLANTICA,SANTA CATARINA,Spain,3.18653033942098
Petrolandia,MATA ATLANTICA,SANTA CATARINA,Spain,76.4770864079727
Pinhalzinho,MATA ATLANTICA,SANTA CATARINA,France,157.107609567658
Pinhalzinho,MATA ATLANTICA,SANTA CATARINA,Netherlands,141.255740079329
Pinhalzinho,MATA ATLANTICA,SANTA CATARINA,Denmark,4.00818629698899
Pinhalzinho,MATA ATLANTICA,SANTA CATARINA,Italy,7.38720439560435
Pinhalzinho,MATA ATLANTICA,SANTA CATARINA,Netherlands,18.8328650141098
Pinheiro Preto,MATA ATLANTICA,SANTA CATARINA,Spain,5.25779148038029
Piratuba,MATA ATLANTICA,SANTA CATARINA,Spain,27.616735599042
Planalto Alegre,MATA ATLANTICA,SANTA CATARINA,Spain,10.9935938595873
Ponte Alta,MATA ATLANTICA,SANTA CATARINA,Spain,185.881782362304
Ponte Alta Do Norte,MATA ATLANTICA,SANTA CATARINA,Spain,28.6788924754119
Ponte Serrada,MATA ATLANTICA,SANTA CATARINA,France,173.446772135799
Ponte Serrada,MATA ATLANTICA,SANTA CATARINA,Netherlands,155.946311129264
Ponte Serrada,MATA ATLANTICA,SANTA CATARINA,Denmark,4.42503693643361
Ponte Serrada,MATA ATLANTICA,SANTA CATARINA,Italy,8.15547229730573
Ponte Serrada,MATA ATLANTICA,SANTA CATARINA,Netherlands,20.7914795200282
Porto Uniao,MATA ATLANTICA,SANTA CATARINA,Spain,306.191909901272
Pouso Redondo,MATA ATLANTICA,SANTA CATARINA,Spain,4.24871707094656
Presidente Castelo Branco,MATA ATLANTICA,SANTA CATARINA,Spain,0.548797473126742
Presidente Getulio,MATA ATLANTICA,SANTA CATARINA,Spain,7.96637063128609
Princesa,MATA ATLANTICA,SANTA CATARINA,Spain,15.9327114074164
Quilombo,MATA ATLANTICA,SANTA CATARINA,Spain,125.456081605882
Quilombo,MATA ATLANTICA,SANTA CATARINA,France,118.842412891753
Quilombo,MATA ATLANTICA,SANTA CATARINA,Netherlands,106.851431525398
Quilombo,MATA ATLANTICA,SANTA CATARINA,Denmark,3.03195072577751
Quilombo,MATA ATLANTICA,SANTA CATARINA,Italy,5.58797372905168
Quilombo,MATA ATLANTICA,SANTA CATARINA,Netherlands,14.2459243451071
Rio Das Antas,MATA ATLANTICA,SANTA CATARINA,Spain,159.327233494787
Rio Do Campo,MATA ATLANTICA,SANTA CATARINA,Spain,18.5881782362304
Rio Do Oeste,MATA ATLANTICA,SANTA CATARINA,Spain,1.59328009728837
Rio Dos Cedros,MATA ATLANTICA,SANTA CATARINA,Spain,0.95596208734187
Rio Negrinho,MATA ATLANTICA,SANTA CATARINA,Spain,679.796224109238
Rio Rufino,MATA ATLANTICA,SANTA CATARINA,Spain,2.65546682881395
Riqueza,MATA ATLANTICA,SANTA CATARINA,Spain,29.7410792069374
Romelandia,MATA ATLANTICA,SANTA CATARINA,France,29.8504278010449
Romelandia,MATA ATLANTICA,SANTA CATARINA,Netherlands,26.8385744161253
Romelandia,MATA ATLANTICA,SANTA CATARINA,Denmark,0.761554936776513
Romelandia,MATA ATLANTICA,SANTA CATARINA,Italy,1.40356798801389
Romelandia,MATA ATLANTICA,SANTA CATARINA,Netherlands,3.57824219296272
Salete,MATA ATLANTICA,SANTA CATARINA,Spain,1.59328009728837
Saltinho,MATA ATLANTICA,SANTA CATARINA,Spain,34.5208896436468
Salto Veloso,MATA ATLANTICA,SANTA CATARINA,Spain,2.15978167777906
Santa Cecilia,MATA ATLANTICA,SANTA CATARINA,Spain,79.8760660357611
Santa Helena,MATA ATLANTICA,SANTA CATARINA,France,23.5032821973888
Santa Helena,MATA ATLANTICA,SANTA CATARINA,Netherlands,21.1318441558727
Santa Helena,MATA ATLANTICA,SANTA CATARINA,Denmark,0.599624256884064
Santa Helena,MATA ATLANTICA,SANTA CATARINA,Italy,1.10512501614321
Santa Helena,MATA ATLANTICA,SANTA CATARINA,Netherlands,2.81739466490533
Santa Terezinha,MATA ATLANTICA,SANTA CATARINA,Spain,350.519919659563
Santa Terezinha Do Progresso,MATA ATLANTICA,SANTA CATARINA,Spain,3.98318531564305
Santiago Do Sul,MATA ATLANTICA,SANTA CATARINA,Spain,23.3679886729397
Sao Bento Do Sul,MATA ATLANTICA,SANTA CATARINA,Spain,17.5259915047048
Sao Bernardino,MATA ATLANTICA,SANTA CATARINA,Spain,37.1763564724608
Sao Carlos,MATA ATLANTICA,SANTA CATARINA,Spain,21.2436450650443
Sao Cristovao Do Sul,MATA ATLANTICA,SANTA CATARINA,Spain,15.9327114074164
Sao Domingos,MATA ATLANTICA,SANTA CATARINA,France,1144.0574864714
Sao Domingos,MATA ATLANTICA,SANTA CATARINA,Netherlands,1028.62418561094
Sao Domingos,MATA ATLANTICA,SANTA CATARINA,Denmark,29.1876093899038
Sao Domingos,MATA ATLANTICA,SANTA CATARINA,Italy,53.7936164654456
Sao Domingos,MATA ATLANTICA,SANTA CATARINA,Netherlands,137.140907880842
Sao Joao Do Oeste,MATA ATLANTICA,SANTA CATARINA,Spain,6.37309053399772
Sao Jose Do Cedro,MATA ATLANTICA,SANTA CATARINA,Spain,200.75233689335
Sao Jose Do Cerrito,MATA ATLANTICA,SANTA CATARINA,Spain,254.923591504753
Sao Lourenco Do Oeste,MATA ATLANTICA,SANTA CATARINA,Spain,225.182512297816
Sao Miguel D Oeste,MATA ATLANTICA,SANTA CATARINA,Spain,75.9459930422099
Sao Miguel Da Boa Vista,MATA ATLANTICA,SANTA CATARINA,Spain,14.8705545310466
Saudades,MATA ATLANTICA,SANTA CATARINA,Spain,95.5963580099658
Seara,MATA ATLANTICA,SANTA CATARINA,Spain,7.4352772655233
Serra Alta,MATA ATLANTICA,SANTA CATARINA,France,75.4116554186423
Serra Alta,MATA ATLANTICA,SANTA CATARINA,Netherlands,67.8027577790891
Serra Alta,MATA ATLANTICA,SANTA CATARINA,Denmark,1.92392949465689
Serra Alta,MATA ATLANTICA,SANTA CATARINA,Italy,3.54585824277651
Serra Alta,MATA ATLANTICA,SANTA CATARINA,Netherlands,9.039775545552
Sul Brasil,MATA ATLANTICA,SANTA CATARINA,France,9.42646575910001
Sul Brasil,MATA ATLANTICA,SANTA CATARINA,Netherlands,8.47535266304646
Sul Brasil,MATA ATLANTICA,SANTA CATARINA,Denmark,0.240491412151423
Sul Brasil,MATA ATLANTICA,SANTA CATARINA,Italy,0.443232695617134
Sul Brasil,MATA ATLANTICA,SANTA CATARINA,Netherlands,1.12997300187937
Taio,MATA ATLANTICA,SANTA CATARINA,Spain,1.59328009728837
Tangara,MATA ATLANTICA,SANTA CATARINA,Spain,133.834871358796
Tigrinhos,MATA ATLANTICA,SANTA CATARINA,Spain,43.372405932819
Timbo Grande,MATA ATLANTICA,SANTA CATARINA,Spain,10.6218076049443
Tres Barras,MATA ATLANTICA,SANTA CATARINA,Spain,422.305716167646
Trombudo Central,MATA ATLANTICA,SANTA CATARINA,Spain,5.84199716823493
Tunapolis,MATA ATLANTICA,SANTA CATARINA,France,19.4813295968665
Tunapolis,MATA ATLANTICA,SANTA CATARINA,Netherlands,17.5156991918308
